Waiting for Blazegraph to finish starting up...
2024-10-28 09:35:17.175:INFO::main: Logging initialized @1962ms to org.eclipse.jetty.util.log.StdErrLog
2024-10-28 09:35:18.253:WARN:oejx.XmlConfiguration:main: Property 'jetty.port' is deprecated, use 'jetty.http.port' instead
2024-10-28 09:35:21.248:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.buffer.ObjectBuffer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/ObjectBuffer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/buffer/ObjectBuffer.class
2024-10-28 09:35:21.249:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.buffer.ObjectBufferConsumer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/ObjectBufferConsumer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/buffer/ObjectBufferConsumer.class
2024-10-28 09:35:21.250:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.BooleanProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/BooleanProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/BooleanProcedure.class
2024-10-28 09:35:21.251:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.ByteComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/ByteComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/ByteComparator.class
2024-10-28 09:35:21.251:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.ByteProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/ByteProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/ByteProcedure.class
2024-10-28 09:35:21.251:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.CharComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/CharComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/CharComparator.class
2024-10-28 09:35:21.252:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.CharProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/CharProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/CharProcedure.class
2024-10-28 09:35:21.252:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.Double27Function scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/Double27Function.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/Double27Function.class
2024-10-28 09:35:21.253:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.Double5Function scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/Double5Function.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/Double5Function.class
2024-10-28 09:35:21.254:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.Double9Function scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/Double9Function.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/Double9Function.class
2024-10-28 09:35:21.257:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleComparator.class
2024-10-28 09:35:21.248:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.bitvector.BitMatrix scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitMatrix.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitMatrix.class
2024-10-28 09:35:21.259:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleDoubleFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleDoubleFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleDoubleFunction.class
2024-10-28 09:35:21.261:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleDoubleProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleDoubleProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleDoubleProcedure.class
2024-10-28 09:35:21.263:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.bitvector.BitVector$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector$1.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector$1.class
2024-10-28 09:35:21.263:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleFunction.class
2024-10-28 09:35:21.264:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleIntProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleIntProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleIntProcedure.class
2024-10-28 09:35:21.264:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.bitvector.BitVector$IndexProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector$IndexProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector$IndexProcedure.class
2024-10-28 09:35:21.264:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.DoubleProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/DoubleProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/DoubleProcedure.class
2024-10-28 09:35:21.265:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.FloatComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/FloatComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/FloatComparator.class
2024-10-28 09:35:21.265:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.bitvector.BitVector scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/BitVector.class
2024-10-28 09:35:21.265:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.FloatProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/FloatProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/FloatProcedure.class
2024-10-28 09:35:21.266:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.bitvector.QuickBitVector scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/QuickBitVector.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/bitvector/QuickBitVector.class
2024-10-28 09:35:21.267:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntComparator.class
2024-10-28 09:35:21.272:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBuffer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer.class
2024-10-28 09:35:21.272:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBuffer2D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer2D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer2D.class
2024-10-28 09:35:21.272:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntDoubleFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntDoubleFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntDoubleFunction.class
2024-10-28 09:35:21.273:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntDoubleProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntDoubleProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntDoubleProcedure.class
2024-10-28 09:35:21.273:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBuffer2DConsumer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer2DConsumer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer2DConsumer.class
2024-10-28 09:35:21.274:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntFunction.class
2024-10-28 09:35:21.275:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntIntDoubleFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntIntDoubleFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntIntDoubleFunction.class
2024-10-28 09:35:21.275:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntIntDoubleProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntIntDoubleProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntIntDoubleProcedure.class
2024-10-28 09:35:21.275:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBuffer3D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer3D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer3D.class
2024-10-28 09:35:21.275:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntIntFunction scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntIntFunction.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntIntFunction.class
2024-10-28 09:35:21.277:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntIntIntProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntIntIntProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntIntIntProcedure.class
2024-10-28 09:35:21.276:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBuffer3DConsumer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer3DConsumer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBuffer3DConsumer.class
2024-10-28 09:35:21.278:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.DoubleBufferConsumer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBufferConsumer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/DoubleBufferConsumer.class
2024-10-28 09:35:21.279:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.IntBuffer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer.class
2024-10-28 09:35:21.279:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntIntProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntIntProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntIntProcedure.class
2024-10-28 09:35:21.280:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntObjectProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntObjectProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntObjectProcedure.class
2024-10-28 09:35:21.280:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.IntBuffer2D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer2D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer2D.class
2024-10-28 09:35:21.281:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.IntProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/IntProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/IntProcedure.class
2024-10-28 09:35:21.282:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.LongComparator scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/LongComparator.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/LongComparator.class
2024-10-28 09:35:21.281:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.IntBuffer2DConsumer scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer2DConsumer.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer2DConsumer.class
2024-10-28 09:35:21.282:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.function.LongObjectProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/function/LongObjectProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/function/LongObjectProcedure.class
2024-10-28 09:35:21.283:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.buffer.IntBuffer3D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer3D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/buffer/IntBuffer3D.class
